word,nbhd_dist_100,word2vec_tiny_base_nbhd_dist_100,ambiguity_type
disrespect,0.4516013588425726,0.26087314,P
cookie,0.3571708036266537,0.3729856,P
household,0.5621488370547797,0.281366,P
puffy,0.4140850654395756,0.45345062,P
steer,0.5620773479007812,0.47569206,H
haystack,0.6042932708295358,0.41454738,M
near,0.4880227565933381,0.58148223,P
toxic,0.4070011166743959,0.34059045,P
comet,0.3690022860847143,0.43177295,M
cucumber,0.2482094695610529,0.366232,P
horn,0.4228350018022428,0.45129898,P
pressure,0.5746130281147905,0.38685176,P
ingenious,0.4425927146545477,0.18918929,P
scatter,0.5454371557453657,0.56737816,P
helmet,0.4576696408028303,0.409687,M
population,0.544501189376117,0.22162026,P
pounce,0.5370570747930526,0.5196761,P
honor,0.5170072255765789,0.34090814,P
guarantee,0.5080676474433342,0.24895151,P
squeeze,0.5296446345546628,0.5257361,P
album,0.2944875331160838,0.4416308,P
illegal,0.4904878501320722,0.35153562,P
chunk,0.5863693500151193,0.39987534,P
burden,0.5585829015329176,0.37092617,H
scenery,0.4612346997477975,0.38165465,P
vulture,0.4319250242605281,0.39601132,P
pitcher,0.3091844227359763,0.38047528,H
phrase,0.4063158072781639,0.4251385,P
farmer,0.4608654741185822,0.4191735,M
warming,0.4973119048053387,0.41363916,P
sheep,0.3771568270697908,0.3724796,P
disappoint,0.5167642186646567,0.45085743,P
straw,0.5724693086962293,0.51174426,P
raisin,0.3556305516648422,0.2757675,M
replica,0.4822328857056444,0.20851389,P
crop,0.4530750992847373,0.37866998,P
supper,0.4400320104391194,0.40884686,P
pronounce,0.5257482529378722,0.35262594,P
undress,0.5290934878461462,0.21447736,P
level,0.6252572146362053,0.45021695,P
caress,0.4595145363895189,0.30261323,P
bumper,0.5505837420284483,0.39227447,P
grenade,0.4128788140678942,0.39286262,P
savior,0.50472923984715,0.20332478,P
sensible,0.4690271083045858,0.34000897,P
helium,0.3865551533098142,0.45520064,M
stress,0.4990119582577768,0.31980613,P
footprint,0.6068408118594999,0.39264035,M
perk,0.5524128104465076,0.40512916,H
operation,0.5871902445188857,0.49136975,P
unattended,0.5801787192248811,0.37082827,M
span,0.587028205470059,0.33373657,H
railway,0.3857375848451573,0.36848187,P
cloak,0.4554602145640091,0.43671286,P
deed,0.5817739018426263,0.43743104,P
cave,0.4640311930556426,0.455303,P
muck,0.4376678449550442,0.326825,P
nonstop,0.5662258212349374,0.35184807,M
mocha,0.3898004297300229,0.26574463,P
shield,0.5832398926136374,0.42807794,P
unfinished,0.592827024410449,0.42368647,P
tease,0.456493240254462,0.5072025,P
runner,0.4778994652725743,0.46753356,P
innocence,0.5414474992492049,0.27034047,P
snug,0.4227655735539514,0.4393398,P
refuge,0.5721215991214211,0.31442475,P
horny,0.4860758085281809,0.3695489,P
fifty,0.3435480119951626,0.23116341,P
ticklish,0.5674935961585461,0.38895267,P
youth,0.546550315257984,0.5098107,P
previous,0.6220822153416294,0.30324945,P
sock,0.4997550172377836,0.4412637,H
hull,0.4101297459450819,0.39938888,H
prank,0.5162151599747973,0.48769307,M
block,0.6036899704411647,0.49433106,P
velvet,0.3543616777288608,0.4567047,P
bright,0.4329754001109699,0.3978319,P
relative,0.5812291827020446,0.37086496,P
unwind,0.5969948755759183,0.388106,P
gasp,0.5191386305349253,0.4913911,P
pretend,0.4252816942137232,0.5088072,P
fatigue,0.4341653060501137,0.2601303,P
grizzly,0.3714897312177171,0.37317455,P
league,0.461331088527434,0.25661364,H
runway,0.4806678975365052,0.4180927,P
thread,0.4748611336016349,0.41465747,P
doghouse,0.5650175882593892,0.42799863,M
cinnamon,0.2621844894996703,0.29578337,P
slave,0.4884517095086276,0.24535279,P
fateful,0.5615229782865712,0.30720463,P
accessory,0.5927203730335899,0.3813347,P
borrow,0.5140650892529135,0.55807424,P
bullet,0.5064608401837943,0.38735318,P
lifelong,0.5333911312493363,0.38841334,M
mystery,0.4970084953160567,0.5009353,P
embarrass,0.4557168099311334,0.53552365,P
livelihood,0.5508239615522124,0.1543158,M
wrench,0.5322238023607256,0.43600562,P
naive,0.4054253112995856,0.29436454,P
optimism,0.4617234317387232,0.2394557,P
dignity,0.4674334999639501,0.20208956,P
beef,0.4310168547412745,0.3771241,P
necessary,0.5130227536913824,0.36854503,P
watermelon,0.3047529737493616,0.39591137,P
metal,0.4761390231524845,0.46176532,P
firm,0.5084651534393041,0.46836072,H
stance,0.5055666274029142,0.21893336,P
include,0.5325283783450814,0.53517944,P
shutter,0.5468431291128887,0.3808577,P
supportive,0.5047072792309614,0.32558233,M
snot,0.5018766477013407,0.30603808,P
jug,0.471054176023546,0.4459026,P
underwear,0.3640081195272071,0.40017548,M
furious,0.4463756903063264,0.39433408,P
dense,0.4425097691183589,0.3050737,P
boost,0.485768102203979,0.46877164,P
outburst,0.544164888177407,0.27745876,M
perky,0.3624493352781128,0.37144047,M
homeland,0.6257691420267446,0.210268,M
breath,0.5202074589422937,0.5637254,P
warehouse,0.482696860021748,0.39988464,P
income,0.4561114083479697,0.2757111,M
rate,0.5305185370702158,0.2576478,H
bend,0.5358340208371345,0.5290627,P
watering,0.5461834464068991,0.45821682,P
evidence,0.474958967024383,0.35515624,P
usher,0.5722634497979078,0.19803257,P
safari,0.5277143248872708,0.4682244,P
argument,0.4806848599187507,0.47977093,P
glimpse,0.542361488136095,0.42932588,P
plaid,0.2755815800421717,0.33825108,P
football,0.4777305163433869,0.44246224,P
kindness,0.4247072969233537,0.3499274,P
karate,0.4193589545341007,0.34987044,M
headache,0.4678031337632207,0.45308837,P
excellence,0.5052596529297069,0.24391972,P
powerful,0.5904189517007147,0.46806592,P
attendant,0.5423249341843843,0.3807554,P
ferocious,0.4679823135890377,0.2741822,P
sitter,0.5533391575913285,0.37030765,P
fan,0.5732603192715835,0.479165,H
spa,0.4671773604394974,0.40282577,P
scorpion,0.4052243056280384,0.34231094,P
delivery,0.6211982873341589,0.4351961,P
arrest,0.4684246691621251,0.4545073,P
await,0.5589961457426825,0.37719485,P
tape,0.4918732629219221,0.41166222,P
cowboy,0.4457066102991829,0.45746848,P
reconsider,0.4687377841213549,0.19418396,P
disobey,0.517732222445562,0.4000086,M
dawn,0.5066946784681486,0.30198148,P
footage,0.4735611623905989,0.16884063,P
monkey,0.4049374881551598,0.39489615,P
version,0.4940737961274851,0.3361939,P
kangaroo,0.4769381901579441,0.37683377,M
stubborn,0.493770187652027,0.46291336,P
charge,0.6016840902766358,0.4993491,P
lump,0.5901665247608695,0.48079953,P
stingy,0.5401641779976724,0.4176613,P
fork,0.5079974257699115,0.41332808,P
range,0.5880001063654172,0.41946504,P
vanishing,0.5574606208324947,0.45677638,P
explosion,0.4661930407409571,0.3592603,P
remedy,0.533403441206698,0.32913062,P
merchant,0.4780420349915784,0.32436097,P
elevator,0.4628587445447894,0.47213444,P
void,0.5872411220019153,0.31568384,P
skull,0.3777142853135832,0.44061154,P
creature,0.3652299894045541,0.37861985,P
birthmark,0.4952060088385389,0.23774013,M
mechanism,0.5156802030372779,0.30041668,P
bun,0.3764914914706068,0.47537217,P
sample,0.5281596818450864,0.29632705,P
predator,0.4343034991301152,0.3149693,P
sting,0.6160748260364568,0.43991867,P
godmother,0.4376026335107992,0.38015258,M
cook,0.3623095597594206,0.4402989,P
ugly,0.4413701655869398,0.49199364,P
lace,0.2855135182444437,0.40949136,P
crisp,0.4179691819149804,0.36828843,P
jet,0.3792057558047015,0.4239176,H
toss,0.5482168685151481,0.5418364,P
quit,0.5490446087128689,0.5183666,P
tickle,0.4760838424183666,0.47112644,P
harp,0.3663415083382875,0.39510918,P
indulge,0.4610624512370687,0.19263281,P
pun,0.4468220415016374,0.32405224,P
brig,0.3784646885467703,0.25796843,P
vet,0.5888535983613084,0.46852052,H
search,0.5448064404586019,0.5613886,P
partner,0.5877847658112203,0.4263984,P
generation,0.5893651987588744,0.39867714,P
behalf,0.5812431907831707,0.20064688,P
outer,0.4389283463047754,0.43618935,M
abroad,0.6214277772251353,0.27465895,P
smug,0.3606336513217861,0.41757366,M
deliver,0.5818161291371884,0.49712437,P
pursue,0.5650329483418929,0.27554312,P
soup,0.2838799327437837,0.32513383,P
hedge,0.4762401689471939,0.44771183,P
springtime,0.4858711906045979,0.39960602,P
grind,0.552784112892162,0.40322143,P
daybreak,0.493975364698052,0.24181959,M
buff,0.4839546854005375,0.28918776,H
calculator,0.4902780666191515,0.3247418,P
convince,0.4669310524306406,0.40609714,M
upside,0.5858611759831591,0.5514107,P
collar,0.4395401500471385,0.439197,P
tool,0.5308360177975935,0.43067527,P
dazzle,0.4584446139250264,0.36696738,P
powder,0.4319518513342723,0.45884743,P
larger,0.5083003529934645,0.38236675,P
finger,0.4750657907314007,0.41698194,P
flesh,0.4722654712991182,0.34150788,P
pearly,0.4385097358794971,0.33073035,P
hoop,0.4973266397798103,0.4492511,P
comprehend,0.4564427890368341,0.24378212,P
goody,0.5393691651036694,0.2695648,P
native,0.535588307668387,0.3247438,P
headline,0.5674774939943554,0.34665573,P
breast,0.3867815106576902,0.25849354,P
sling,0.4650806725342341,0.38292453,H
eyesight,0.5404445470252119,0.26804507,P
triumphant,0.4935975328828409,0.3371596,P
fond,0.4570831307405092,0.48961532,P
peasant,0.498193823206022,0.33860067,P
stink,0.5127164970173888,0.3775346,P
thunder,0.5344887618510615,0.41831693,P
tattoo,0.4929980924656762,0.35640106,H
ledge,0.4320577481334262,0.35865343,P
trot,0.5202195614146611,0.38068715,P
television,0.4384571524477911,0.4405246,P
punishment,0.5104449070959928,0.39762077,P
cousin,0.3530660621104852,0.5370962,P
flute,0.2743324198730784,0.4211223,P
enemy,0.5166205365563431,0.41982156,P
poise,0.4284089166999325,0.24807653,P
short,0.6144185548124281,0.55192477,P
swell,0.5303035552927625,0.35137543,P
shirt,0.3332372953127864,0.3768824,M
rearrange,0.523590323109216,0.34434718,P
rodeo,0.4809053914368633,0.27442575,M
fearless,0.3976447358980548,0.34551767,M
greasy,0.4297402507395882,0.30149212,P
sneeze,0.4972632628936458,0.5060888,P
turban,0.437482350413889,0.40606567,P
removal,0.5588483104773246,0.25323975,P
confuse,0.456269923698287,0.3814843,P
female,0.5752580894649736,0.41508624,P
minimum,0.5439298515503553,0.18794926,P
nap,0.4828513161307423,0.49612305,H
untie,0.5778700214772846,0.47093692,P
suction,0.4075626117660528,0.3192848,P
petition,0.5277919129103144,0.29827613,P
butcher,0.4529847989203307,0.36355212,P
demon,0.3247400994260455,0.18442915,P
quest,0.5320422932401978,0.44063342,P
kidnap,0.4723739638810065,0.36995995,M
assignment,0.6007424932311998,0.30007133,P
series,0.5242991032888045,0.3532401,P
occasion,0.5461130532889263,0.41600323,P
pout,0.4954750595017123,0.4701445,H
gratitude,0.4564990500475852,0.3820396,M
magnet,0.609895452627748,0.42361125,P
royalty,0.588027993554927,0.41269127,P
instrument,0.4714119339469168,0.4231881,P
dome,0.4043704678176514,0.395818,P
contagious,0.4251699498248712,0.34828648,P
decline,0.4504097990442681,0.19701503,P
blade,0.4090000418908903,0.4155235,P
baseball,0.4434445176110076,0.4415869,P
patch,0.5515326582656118,0.47460347,P
trigger,0.525406533493495,0.47728485,P
ballroom,0.4710777249412669,0.45049587,M
slam,0.4921111905695248,0.48480874,H
apparent,0.579880180779302,0.22189489,P
bandit,0.4931545720992026,0.3377078,P
criminal,0.4705335517390741,0.29427558,P
enforce,0.4749312765696299,0.29648173,P
lush,0.3903652201793202,0.37109208,P
spotless,0.5267271591005481,0.40852422,P
heap,0.519375951827561,0.37595358,P
triangle,0.4892890905674634,0.4539365,P
classic,0.4654556921419964,0.33732975,P
swim,0.4789246575143104,0.40125492,P
allergy,0.3841404221356908,0.3463981,M
wealth,0.5456625967820145,0.34682477,P
bathtub,0.4542276980632582,0.43740734,M
haste,0.5642314040818709,0.32480443,P
sketch,0.4985115795405186,0.32213607,P
weep,0.4536469875305098,0.50988317,P
gross,0.574722401259849,0.41144615,P
wallpaper,0.391925090955826,0.33243138,P
hen,0.4471013018412539,0.443619,M
spice,0.4077057902072703,0.35390306,P
lemon,0.240101083355266,0.41447848,P
union,0.5013377217608138,0.28502432,P
shiny,0.3620326553846222,0.48056722,P
upstream,0.4251221851157576,0.31358138,P
snowy,0.4431452632906023,0.45542422,P
approval,0.5580354420195067,0.37173757,P
dry,0.4524896057581764,0.49631673,P
infectious,0.4265272446912505,0.28068915,P
organic,0.4312218233051438,0.24666727,P
batter,0.4412498066084102,0.3773962,H
pill,0.403209227244597,0.4929449,P
switch,0.5531057437650354,0.44955108,P
thief,0.4340592714925468,0.50515914,M
nuisance,0.5348443574359898,0.3028314,M
scientific,0.4589745863195069,0.25572947,P
musician,0.3336900948370658,0.45005104,P
helicopter,0.3953586279490305,0.43501994,M
yoga,0.427413770928832,0.5069588,P
expensive,0.4660174172899194,0.4968394,P
scrape,0.5154051278646822,0.37417793,P
boast,0.5377893731596182,0.34838685,P
forward,0.6038440195659456,0.5129984,P
attempt,0.5241603832295363,0.36963236,P
spot,0.6319684895086557,0.45495793,P
filter,0.4400421498239699,0.34093642,P
taste,0.4282329774698837,0.39390227,P
fertilizer,0.4515561052037217,0.35511884,P
pawn,0.5038354650274826,0.43805256,H
intuition,0.4084017285106905,0.24871007,P
pure,0.4961812570661426,0.32805756,P
washer,0.4488236818648765,0.40600038,P
tramp,0.5113870787166538,0.25879782,P
brand,0.4858477223733974,0.4821441,P
washed,0.4898712017005578,0.48267135,P
rhythm,0.4257269749404962,0.44033143,P
impossible,0.5043651920949305,0.4124167,P
certain,0.5024688627889929,0.38797623,P
magic,0.44869019933872,0.51682395,P
puddle,0.4455900193352361,0.48064625,P
artistic,0.4493237829169362,0.37421945,P
guide,0.5587360501214639,0.47829017,P
bush,0.4747841469196031,0.5082471,H
poop,0.509489412441365,0.43516135,H
loot,0.5085130884949731,0.39330056,P
delay,0.5257159390108435,0.5424765,P
double,0.5774827338929501,0.44695553,P
moat,0.4114436129214844,0.5071304,M
cycle,0.6318393500586934,0.38292298,P
crush,0.5634242540281491,0.4611681,P
cry,0.4840454001579629,0.4676392,P
hardship,0.4999044502410076,0.16718358,P
flat,0.5775677492816785,0.49621245,H
petite,0.4503645194594945,0.28563598,P
register,0.5915488524928562,0.3728405,P
eldest,0.3581086164615943,0.36179507,M
ladder,0.5722049811151348,0.4873393,P
applause,0.4365536896078716,0.47010186,P
assistance,0.5447425818124081,0.34049207,P
butterfly,0.4538264337743408,0.44152123,P
floss,0.4721022024386815,0.31515202,P
bum,0.4768839496214065,0.37386215,P
joint,0.5931446562240005,0.2453651,P
gravel,0.4116402495204338,0.35864848,P
single,0.5555395832284961,0.48722947,P
overlook,0.5450195806940428,0.14005718,P
match,0.4626559740712209,0.5040679,H
build,0.5076682155619366,0.483194,P
lift,0.5854903097832664,0.49133313,P
audition,0.5011358417715872,0.34745112,P
culprit,0.5783964280821113,0.348363,M
volume,0.6016992449384404,0.48615897,P
insect,0.2990438306432313,0.3888399,P
upbeat,0.4643042778456488,0.3457504,P
admire,0.4446851701528347,0.5202789,P
choose,0.5192256762609074,0.53069896,P
eyebrow,0.4758129932291187,0.3835099,P
tan,0.4080777898620315,0.36068293,P
shower,0.4978175785679933,0.48240384,H
tofu,0.2783704817774476,0.34954667,M
succeed,0.560679176322244,0.5175553,P
importance,0.5158770653845712,0.48436126,P
serene,0.3984848491893339,0.31203747,P
customer,0.5026196620369068,0.45689967,P
trail,0.5442539274978446,0.5055196,P
creep,0.5364203708923951,0.29160362,P
exact,0.5425531838225633,0.40263093,P
secretary,0.5245169912242728,0.29856673,P
dip,0.5222957289727678,0.5004413,P
filly,0.3100558913195611,0.37229076,P
playmate,0.4635536358387993,0.4766035,M
mush,0.46304784471046,0.3175163,H
tooth,0.4267839467734615,0.5028074,P
glow,0.4176991146975102,0.48086423,P
python,0.4181508599164117,0.38521165,P
lobster,0.3083347252147401,0.3760996,P
leader,0.5661701494286987,0.49985832,P
sleeper,0.6474627987826141,0.30940738,P
giddy,0.4075627019396031,0.4165258,P
chase,0.5419858749173314,0.52295387,H
bribe,0.5093530191156698,0.22432505,P
dependent,0.5304229180404387,0.30385572,P
candy,0.3625857080837621,0.38579643,P
reptile,0.3463417066533945,0.40142387,P
captivity,0.5475630931080968,0.17805117,P
pipe,0.4774727943698273,0.41898003,H
chaos,0.4818697560960471,0.44786695,P
wilt,0.5392676418910416,0.42748517,P
moisture,0.4060329189212007,0.30881155,M
runaway,0.6224743487794996,0.340454,P
stock,0.4907452945367865,0.28656545,P
resource,0.5249456703084655,0.23253334,P
drift,0.5275556211690932,0.4238657,P
patience,0.5042045811257896,0.33555818,P
winter,0.4804761832138721,0.49935624,P
cloudy,0.4836132292800909,0.4780999,P
faucet,0.4614693079978412,0.45431674,M
score,0.5281338324093434,0.44751248,P
rug,0.4624408528114327,0.42213494,P
hut,0.4459407828445484,0.4669732,P
hatch,0.5034997627603905,0.5564163,H
atom,0.3725831327094653,0.28413448,P
file,0.5655435829112094,0.40030247,H
spiral,0.5564593733253524,0.3667842,P
grave,0.5336908532722042,0.46915218,H
fish,0.2845693278730747,0.3243167,P
distraught,0.3976928409373768,0.2772394,P
courteous,0.4085083278112092,0.2505137,M
disaster,0.5070133984282998,0.45641404,P
affection,0.4026785551851299,0.32810825,P
cobbler,0.4390512355557709,0.26314983,P
liberty,0.498245048570806,0.33525276,P
hopeless,0.4616683740517244,0.40295887,P
bakery,0.4072958629474676,0.44031152,M
worm,0.4509397057497787,0.39894313,P
impulsive,0.4250178892512973,0.18551974,P
arrival,0.5723146375164709,0.37800613,P
spy,0.5076320128809736,0.46507108,P
giant,0.5833951576882158,0.46660125,P
nocturnal,0.4159592039860094,0.30798241,P
coil,0.3694736136654093,0.38824573,H
consistent,0.5050488846704533,0.17286587,P
post,0.6338456809135046,0.48593655,H
fossil,0.4308590922445172,0.46394607,P
baboon,0.4713103445080703,0.19194248,M
fuss,0.5215571976029072,0.5110047,P
wizard,0.4591572077107542,0.37867182,P
diamond,0.5081855095067288,0.39892274,P
alligator,0.3931744870668532,0.37167317,M
amuse,0.4484490707494428,0.23449057,P
float,0.5559581324980793,0.50668925,P
extension,0.576120560342198,0.2548735,P
chapel,0.354684918496039,0.35780787,P
display,0.5325300475692276,0.50949293,P
needle,0.497014920711962,0.43523967,P
brittle,0.4837632144389532,0.4145707,P
equation,0.2752205317054592,0.31094062,P
fail,0.5354300590869944,0.44026542,P
claim,0.5241724488488607,0.39616513,P
canary,0.4991042561775583,0.38845217,P
guitar,0.2607609602862805,0.400323,P
exotic,0.4831438814163086,0.36960375,P
stream,0.5023588076708456,0.40813392,P
camp,0.5268983159850662,0.47241357,H
elusive,0.5555980454236835,0.26472408,P
smelly,0.4251419234371825,0.46977136,M
mood,0.4899536695028774,0.44888687,H
spank,0.5551861939875657,0.24663605,H
cocoa,0.4839640755728563,0.39465687,P
lollipop,0.484057256008686,0.40520927,M
vulnerable,0.5348087587011399,0.30939972,P
bulb,0.4666533386338736,0.4301337,P
prison,0.433400914837264,0.35640755,P
science,0.4482752481521039,0.43026474,P
vegetable,0.3290584064320168,0.34940487,P
bulldozer,0.496375481986582,0.3969138,M
experience,0.5092495967583833,0.39064023,P
steam,0.4619630628481994,0.46695277,P
curb,0.4827620150972206,0.42241383,P
dibs,0.6308637419783173,0.3322796,P
mermaid,0.4846224682235626,0.4436294,M
habit,0.5526782891698098,0.50581527,P
spend,0.5608530036433435,0.56898975,P
glance,0.6011967676002727,0.36231482,P
stressful,0.5004143176601382,0.1982604,M
dairy,0.4366830113959925,0.29478446,P
tradition,0.4940037115665988,0.380527,P
detector,0.4247433790480944,0.34596238,P
clash,0.526345120325521,0.3108328,P
creator,0.4702861131986093,0.34191883,P
sunshine,0.502039370705729,0.42038822,P
spoon,0.3867767428428629,0.38238144,P
hack,0.5608937307812051,0.3337499,H
screw,0.4593956349179012,0.39583623,P
strain,0.5180427108589217,0.30264276,H
honest,0.4412982152971849,0.46068352,P
unsafe,0.5339886329924838,0.39805782,P
curse,0.4848356827269529,0.37008807,P
fear,0.4572868473579343,0.37846303,P
perimeter,0.5081873904280032,0.270341,P
breeze,0.5194117712282039,0.4221626,P
hefty,0.5258468928384604,0.29858655,P
microwave,0.4624612671504853,0.41481742,P
blossom,0.4649006679408823,0.3788935,P
cardboard,0.4275712481915625,0.46125504,M
apartment,0.4207065256109488,0.537784,M
donate,0.5435256410743651,0.40606916,P
initial,0.6239347890185631,0.24189882,P
squint,0.4808218082432768,0.3825508,P
jog,0.5044989953992366,0.53439,H
invent,0.4920412446210239,0.39523545,P
ogre,0.4687510550601773,0.35297284,P
cheap,0.4932536342407155,0.4865522,P
stunt,0.5471751491728183,0.41794106,H
tab,0.5764799483066537,0.37504742,P
cheese,0.2419744066023517,0.3610138,P
rural,0.5145234414835094,0.31386098,P
inspect,0.541937162433269,0.38704187,P
nursery,0.5168842841188287,0.4419707,P
jellyfish,0.3469957213181859,0.35370454,P
selfless,0.4365578395587582,0.24181895,M
strap,0.3826649652528539,0.43433607,P
product,0.5417784815455415,0.3700067,P
apologize,0.445757430810443,0.49006158,P
youthful,0.4602556814014422,0.27887574,P
salute,0.4850943540743399,0.40321073,P
gallery,0.4524636274429033,0.35832462,P
stallion,0.3939490949737921,0.25865278,M
disrupt,0.4755525078665083,0.23814428,P
hallway,0.3884478949122124,0.47977853,P
conscience,0.5150054800819581,0.27091706,P
absorb,0.5222908708845231,0.2899119,P
zing,0.4698897655574077,0.31318435,P
ridiculous,0.3683037520635263,0.30741516,M
lobby,0.5714548443773373,0.4641225,P
seat,0.5756729568184387,0.46960637,P
mayor,0.4873940716346071,0.4097477,M
privacy,0.5540035133231698,0.3728202,P
zipper,0.467077949847676,0.44610614,P
routine,0.576803414175835,0.42475232,P
muzzle,0.5461323892225287,0.31066373,P
aggressive,0.4936230119722276,0.3286302,P
eggplant,0.2109771094600989,0.28238368,M
chunky,0.391323985424486,0.37739375,P
comment,0.5506572276413619,0.41175783,P
wacky,0.3505962453215083,0.47294375,M
pineapple,0.2736645512615559,0.3489804,P
lean,0.5518783308837771,0.5240072,H
summer,0.5404809846410688,0.46660247,P
polite,0.4044481276411457,0.45284408,P
organ,0.5221731389819058,0.38773438,P
choice,0.5576799674742551,0.50998414,P
calculate,0.4407781796538429,0.2600669,P
typewriter,0.4919654349659788,0.20441987,M
fret,0.5408849501576165,0.26236162,H
pest,0.4085279696829702,0.36484692,P
persuasion,0.5188210442523302,0.2953184,P
trade,0.5597368201634523,0.53980964,P
continue,0.5295140989741748,0.503371,P
studio,0.4608196195174448,0.42900002,P
temper,0.5037385591043926,0.32352233,P
marvelous,0.3471802284734729,0.33480108,P
overnight,0.6385587331846945,0.3976197,P
pitch,0.4466687021393313,0.4711214,H
pouch,0.4817538404572503,0.4934142,P
beggar,0.5035114083654506,0.32783356,P
beer,0.3572836295117758,0.3565979,P
positive,0.575762090714154,0.3219365,P
revenge,0.5179925549294704,0.4014079,P
chocolate,0.2809253659683767,0.34057412,P
multiple,0.5397749856414653,0.40063068,P
fake,0.5038898355798832,0.51058954,P
energy,0.5246767919213071,0.481078,P
glare,0.5179331290749338,0.37626502,H
constant,0.5244635641191107,0.27662373,P
numb,0.4657337762410585,0.40200686,P
accountant,0.480682883637098,0.23920317,M
